label	text	
pride	I stood up to a man who was sexually harassing me outside a nightclub. It was my first ever time clubbing on my own, and two young men around my age (or I presume so, as it was a Fresher's week event so they were likely fellow students) flirted with me and made inappropriate comments about me, including some homophobic comments when I told them I was a lesbian and therefore wasn't interested. Before I had even entered the club, one of the boys grabbed my hips from behind and touched me inappropriately while rubbing himself against me. I immediately turned around in a rage and told him I didn't want him touching me, and when a security guard came over to see what the fuss was I confidently reported the incident and got the boys thrown out. I'd never stood up to someone harassing me before, and I felt incredibly empowered.	
pride	When my son won an award	
pride	my client was happy with the painting they commissioned from me.	
pride	Winning an award	
pride	I know i did better than someone else	
pride	I won a scholarship	
pride	I felt ... when I was promoted to manager in a vacation club in Dominican republic, I had worked so hard 7 days a week for months to get that promotion and I got it. I was ... of myself for that.	
pride	my son used the toilet by himself for the first time today	
pride	I felt ... when I got a very high mark on a test even after not studying much	
pride	When I completed and submitted my dissertation.	
pride	I felt ... when I graduated with a law degree. It wasn't something that I had anticipated feeling so ... of, but the entire day of my graduation I was so, so ... of myself.	
pride	bought my house	
pride	I felt ... when my partner found out that he got his new job as he had been working really hard for it and we had been practicing for his interview together and I had helped him by proof reading his application and making suggestions as I had a similar job myself.	
pride	the company I work for became a serious contender in the market we operate in. Starting at this company when it was a mere start up with a handful of staff to becoming the 4th biggest in the country was a huge achievement that we all worked so hard for. The ... we all felt kept on growing as the momentum of our hard work meant that we pushed harder and harder.	
pride	My son graduated from university	
pride	I got my degree	
pride	My sons were born	
pride	Completed my internship.	
pride	I felt ... when a mate really achieved more in a certain competition	
pride	I resigned from my job after seven years. It was a permanent position, I was paid well but got no job satisfaction at all. I have financial responsibilities so I felt ... at being able to take a big step into the unknown as I do not currently have future employment lined up.	
pride	Last month I felt incredibly ... of my mum, as she passed her motorcycle test. She was never able to ride a two wheeled bike growing up, and always cycled using her trusty red trike during my childhood! So for her to overcome this (and also overcome a heart attack christmastime last year!!) to achieve her goal, is incredible, and I am still busting with ... at her for the epic achievement	
